ticker,regime,boot_id,n,AIC_Normal,BIC_Normal,logL_Normal,AIC_StudentT,BIC_StudentT,logL_StudentT,nu_hat,AIC_PearsonVII,BIC_PearsonVII,logL_PearsonVII,m_hat,scale_hat,Best_AIC
CAT,High,5,2070,5810.08263647202,5810.08263647202,-2905.04131823601,5771.321627321731,5776.956931207991,-2884.6608136608656,15.045669713825545,5682.2293660065725,5693.499973779091,-2839.1146830032862,2.95790345858692,1.7101535023144694,PearsonVII
CSCO,Low,1,2105,5901.206605945528,5901.206605945528,-2950.603302972764,5779.853334491119,5785.505405237236,-2888.9266672455597,10.963496927480664,5593.463189590086,5604.767331082318,-2794.731594795043,2.43728951796606,1.3692744253930422,PearsonVII
CSCO,Low,2,2105,5981.8053347772,5981.8053347772,-2990.9026673886,5819.97638683143,5825.628457577547,-2908.988193415715,9.902458850877666,5649.432545070098,5660.736686562331,-2822.716272535049,2.5791454592613237,1.4653971219016557,PearsonVII
CSCO,Low,3,2105,5978.005992124054,5978.005992124054,-2989.002996062027,5804.201964518997,5809.854035265113,-2901.1009822594983,9.573386051294962,5610.597762613,5621.9019041052325,-2803.2988813065,2.442769819209905,1.377899423967115,PearsonVII
CSCO,Low,4,2105,5838.8290647856375,5838.8290647856375,-2919.4145323928187,5720.439311156077,5726.0913819021935,-2859.2196555780383,10.579387163698522,5475.780690808621,5487.084832300854,-2735.8903454043107,2.2659696906686992,1.2368775276349204,PearsonVII
CSCO,Low,5,2105,5870.179670854501,5870.179670854501,-2935.0898354272504,5700.889805470069,5706.541876216186,-2849.4449027350347,9.566613398335159,5436.069219417844,5447.373360910076,-2716.034609708922,2.7363714477925907,1.3723263823997718,PearsonVII
CSCO,Medium,1,2067,5823.2155796797815,5823.2155796797815,-2911.6077898398908,5713.595013768085,5719.228867327766,-2855.7975068840424,11.736037277677188,5569.494339248913,5580.762046368277,-2782.7471696244565,2.5953970170175023,1.4819609724073028,PearsonVII
CSCO,Medium,2,2067,5781.56165448048,5781.56165448048,-2890.78082724024,5707.1210945890325,5712.754948148714,-2852.5605472945163,12.348769563195054,5562.299244037067,5573.566951156431,-2779.1496220185336,2.578417934507555,1.47025358417917,PearsonVII
CSCO,Medium,3,2067,5817.829032869395,5817.829032869395,-2908.9145164346974,5720.36855280686,5726.002406366541,-2859.18427640343,11.561607766714461,5580.694786534566,5591.96249365393,-2788.347393267283,2.6748093204556995,1.5282925087660608,PearsonVII
CSCO,Medium,4,2067,5952.9079490040895,5952.9079490040895,-2976.4539745020447,5715.180582397334,5720.814435957015,-2856.590291198667,10.41924828410973,5557.4959189989,5568.763626118264,-2776.74795949945,2.5691981739045846,1.4635754544931516,PearsonVII
CSCO,Medium,5,2067,5825.660072833235,5825.660072833235,-2912.8300364166175,5711.668527537206,5717.302381096887,-2854.834263768603,11.472060304356074,5562.825151124769,5574.092858244133,-2779.4125755623845,2.5787444637186847,1.47061655810814,PearsonVII
CSCO,High,1,2069,5830.680913847835,5830.680913847835,-2915.3404569239174,5743.951581567475,5749.586402245221,-2870.9757907837375,12.163476675175323,5623.964837995285,5635.234479350776,-2809.9824189976425,2.7946717929488454,1.6050529309885415,PearsonVII
CSCO,High,2,2069,5804.925426300493,5804.925426300493,-2902.4627131502466,5728.99581029943,5734.630630977175,-2863.497905149715,12.333519771707952,5596.96310358889,5608.232744944381,-2796.481551794445,2.678218509240631,1.5341136132989033,PearsonVII
CSCO,High,3,2069,5825.983383861007,5825.983383861007,-2912.9916919305033,5711.014737625038,5716.649558302784,-2854.507368812519,10.599133662250996,5543.156914848436,5554.426556203927,-2769.578457424218,2.5196118616664567,1.4297829828892863,PearsonVII
CSCO,High,4,2069,5806.04316931156,5806.04316931156,-2903.02158465578,5699.65652683013,5705.291347507876,-2848.828263415065,11.126208994408293,5532.049724933218,5543.31936628871,-2764.024862466609,2.503549280391038,1.4171953568255093,PearsonVII
CSCO,High,5,2069,5871.822843076765,5871.822843076765,-2935.9114215383825,5741.124875924785,5746.75969660253,-2869.5624379623923,11.254510844210555,5610.09933964827,5621.368981003761,-2803.049669824135,2.7417988143087526,1.572364398618546,PearsonVII
DE,Low,1,2105,5935.897420288801,5935.897420288801,-2967.9487101444006,5887.551900763459,5893.203971509576,-2942.7759503817297,14.498297231289131,5806.751521137959,5818.055662630191,-2901.3757605689793,3.1385682054575232,1.8109031952021393,PearsonVII
DE,Low,2,2105,5883.208035042342,5883.208035042342,-2941.604017521171,5842.846851806802,5848.498922552919,-2920.423425903401,15.086666595956462,5738.200242248164,5749.504383740396,-2867.100121124082,2.8251817807033466,1.6270451182354935,PearsonVII
DE,Low,3,2105,5935.198772076468,5935.198772076468,-2967.599386038234,5884.132690836239,5889.784761582356,-2941.0663454181195,14.04254062564671,5798.4904705814115,5809.794612073644,-2897.2452352907058,3.1090770154909664,1.7930869016095576,PearsonVII
DE,Low,4,2105,5877.407004925062,5877.407004925062,-2938.703502462531,5834.11837232433,5839.770443070447,-2916.059186162165,14.766090462369078,5723.081108498866,5734.385249991099,-2859.540554249433,2.7958886919617605,1.6061885927206037,PearsonVII
DE,Low,5,2105,5926.176642418766,5926.176642418766,-2963.088321209383,5864.443772283421,5870.095843029538,-2931.2218861417105,13.5066388223877,5763.137983735074,5774.442125227307,-2879.568991867537,2.911391278229108,1.6806931425755112,PearsonVII
DE,Medium,1,2067,5856.729510338075,5856.729510338075,-2928.3647551690374,5763.947966048048,5769.58181960773,-2880.973983024024,12.447395323957371,5661.9809048294055,5673.248611948769,-2828.9904524147028,2.9171308038485577,1.6847313035910205,PearsonVII
DE,Medium,2,2067,5859.78771583169,5859.78771583169,-2929.893857915845,5798.513958651357,5804.147812211038,-2898.2569793256785,15.061073284919027,5734.5101308015,5745.777837920864,-2865.25506540075,3.375856841713838,1.937741935004145,PearsonVII
DE,Medium,3,2067,5851.324341575457,5851.324341575457,-2925.6621707877284,5795.39893573408,5801.032789293761,-2896.69946786704,15.021311245130239,5728.407257296672,5739.674964416035,-2862.203628648336,3.3093816310404898,1.903981647614405,PearsonVII
DE,Medium,4,2067,5850.475322994349,5850.475322994349,-2925.2376614971745,5757.053712889368,5762.68756644905,-2877.526856444684,12.391392383258856,5649.44447877086,5660.712185890224,-2822.72223938543,2.85635092978567,1.648840385575775,PearsonVII
DE,Medium,5,2067,5762.188389314568,5762.188389314568,-2881.094194657284,5722.461189972252,5728.095043531934,-2860.230594986126,15.067951149453682,5609.376768473492,5620.644475592856,-2802.688384236746,2.7206302679895544,1.563091820863097,PearsonVII
DE,High,1,2070,5847.52918524784,5847.52918524784,-2923.76459262392,5804.190290868337,5809.825594754597,-2901.0951454341684,15.082799689932896,5736.816565656676,5748.087173429195,-2866.408282828338,3.341345221157241,1.9189413969983315,PearsonVII
DE,High,2,2070,5856.308403955472,5856.308403955472,-2928.154201977736,5796.488210911002,5802.123514797262,-2897.244105455501,13.965048703544328,5719.987195430302,5731.2578032028205,-2857.993597715151,3.2216761412859283,1.8550215559921193,PearsonVII
DE,High,3,2070,5828.816619857812,5828.816619857812,-2914.408309928906,5779.950230603046,5785.585534489306,-2888.975115301523,14.069916958434389,5692.283412276711,5703.55402004923,-2844.1417061383554,3.057301609179296,1.7636022094667534,PearsonVII
DE,High,4,2070,5857.59415495091,5857.59415495091,-2928.797077475455,5816.894715007136,5822.530018893396,-2907.447357503568,15.631330270075777,5759.296799171178,5770.567406943696,-2877.648399585589,3.5500640751817185,2.024905762554366,PearsonVII
DE,High,5,2070,5819.003074193537,5819.003074193537,-2909.5015370967685,5769.555492272551,5775.190796158811,-2883.7777461362757,14.328164187145447,5678.286361057779,5689.556968830298,-2837.1431805288894,2.9841778902641423,1.721624870692655,PearsonVII
EMR,Low,1,2103,5885.773005373999,5885.773005373999,-2942.8865026869994,5844.822713272213,5850.473833447916,-2921.4113566361066,15.03887497798854,5744.35757867398,5755.659819025385,-2870.17878933699,2.8438165795986117,1.6410973212083926,PearsonVII
EMR,Low,2,2103,5939.193523191369,5939.193523191369,-2969.5967615956847,5906.734776304689,5912.385896480392,-2952.3673881523446,16.608696530968587,5849.377462019973,5860.679702371378,-2922.6887310099864,3.499291026876118,2.0012173071482744,PearsonVII
EMR,Low,3,2103,5950.564473184722,5950.564473184722,-2975.282236592361,5936.024769946143,5941.675890121846,-2967.0123849730717,23.010454114710214,5909.636432325745,5920.93867267715,-2952.8182161628724,4.6213397392691835,2.4971217729425828,PearsonVII
EMR,Low,4,2103,5929.337708980676,5929.337708980676,-2964.668854490338,5861.428792862883,5867.079913038586,-2929.7143964314414,12.972974250835005,5758.6537325269255,5769.955972878331,-2877.3268662634628,2.9166737827242186,1.6837526199023458,PearsonVII
EMR,Low,5,2103,5842.853324509708,5842.853324509708,-2921.426662254854,5799.087468155096,5804.738588330799,-2898.543734077548,15.135052960074427,5673.823736186855,5685.12597653826,-2834.9118680934275,2.6611653138497835,1.5196451503149808,PearsonVII
EMR,Medium,1,2065,5831.202011761185,5831.202011761185,-2915.6010058805923,5790.324198127237,5795.957083632632,-2894.1620990636184,15.573344319796657,5725.684753610034,5736.950524620825,-2860.842376805017,3.356243986744219,1.9271251839747305,PearsonVII
EMR,Medium,2,2065,5825.272669982007,5825.272669982007,-2912.6363349910034,5810.7141836316405,5816.347069137036,-2904.3570918158202,21.62332404809377,5772.754888391322,5784.020659402113,-2884.377444195661,3.886827134549628,2.18555363668651,PearsonVII
EMR,Medium,3,2065,5816.209711308509,5816.209711308509,-2908.1048556542546,5773.792909521215,5779.42579502661,-2885.8964547606074,15.194984767349052,5697.908152816031,5709.173923826822,-2846.9540764080157,3.1387551282728094,1.8116168590367219,PearsonVII
EMR,Medium,4,2065,5826.212402191221,5826.212402191221,-2913.1062010956107,5776.412927942592,5782.045813447988,-2887.206463971296,14.402005610217365,5697.663789156968,5708.929560167759,-2846.831894578484,3.1542365727459196,1.8189762897302633,PearsonVII
EMR,Medium,5,2065,5829.256477951498,5829.256477951498,-2914.628238975749,5814.844409497389,5820.477295002785,-2906.4222047486946,22.053660705928905,5779.910069843139,5791.17584085393,-2887.9550349215697,4.0018503312570015,2.2376964318702752,PearsonVII
EMR,High,1,2070,5810.2549583563405,5810.2549583563405,-2905.1274791781702,5776.558683000776,5782.193986887036,-2887.279341500388,16.260864972051866,5698.3737725951505,5709.644380367669,-2847.1868862975753,3.054879133594812,1.7650091747056054,PearsonVII
EMR,High,2,2070,5665.299018377489,5665.299018377489,-2832.6495091887446,5600.932486945472,5606.567790831732,-2799.466243472736,12.797842816783888,5371.6984195068835,5382.969027279402,-2683.8492097534418,2.2441358335084893,1.2205508815070647,PearsonVII
EMR,High,3,2070,5701.30390177809,5701.30390177809,-2850.651950889045,5661.491743140987,5667.127047027247,-2829.7458715704934,15.503418936846103,5506.737931836362,5518.008539608881,-2751.368965918181,2.4488492070309373,1.377720240054678,PearsonVII
EMR,High,4,2070,5853.161913907818,5853.161913907818,-2926.580956953909,5822.884386608088,5828.519690494348,-2910.442193304044,17.243075392323814,5774.466296114327,5785.7369038868455,-2885.2331480571634,3.7368967972285887,2.1148839939033275,PearsonVII
EMR,High,5,2070,5836.322310431352,5836.322310431352,-2918.161155215676,5806.791918579778,5812.427222466038,-2902.395959289889,16.91921067669762,5748.094080183988,5759.364687956507,-2872.047040091994,3.448386873115181,1.9735326949513272,PearsonVII
ETN,Low,1,902,2551.902359490683,2551.902359490683,-1275.9511797453415,2539.6760731200015,2544.4806876400644,-1268.8380365600008,16.442556094489625,2518.005603426106,2527.6148324662313,-1257.002801713053,3.640560241920924,2.072148317611276,PearsonVII
ETN,Low,2,902,2555.5904884962492,2555.5904884962492,-1277.7952442481246,2553.650788109061,2558.455402629124,-1275.8253940545305,29.006341474319612,2548.3712049749765,2557.9804340151018,-1272.1856024874883,5.6392113484471516,2.877715252978266,PearsonVII
ETN,Low,3,902,2548.8049271913014,2548.8049271913014,-1274.4024635956507,2547.389497349818,2552.194111869881,-1272.694748674909,29.813371325525882,2540.2362971209636,2549.845526161089,-1268.1181485604818,5.003281497080805,2.6433961784894127,PearsonVII
ETN,Low,4,902,2547.3763690623464,2547.3763690623464,-1273.6881845311732,2537.2023896335295,2542.0070041535923,-1267.6011948167647,17.599015156432785,2516.605569864986,2526.2147989051114,-1256.302784932493,3.692983291947208,2.0935730077305177,PearsonVII
ETN,Low,5,902,2536.818847579071,2536.818847579071,-1268.4094237895356,2530.4618386395478,2535.2664531596106,-1264.2309193197739,19.984985982056696,2508.7349966597676,2518.344225699893,-1252.3674983298838,3.42952073623779,1.966824112685507,PearsonVII
ETN,Medium,1,1061,3004.9934904624515,3004.9934904624515,-1502.4967452312258,2995.8485678666734,3000.8155350052875,-1496.9242839333367,20.00164004592354,2980.341128677392,2990.27506295462,-1488.170564338696,4.358282490290521,2.3915800353446155,PearsonVII
ETN,Medium,2,1061,3006.3867850528304,3006.3867850528304,-1503.1933925264152,2998.6090121524203,3003.5759792910344,-1498.3045060762101,20.848951939186183,2984.591770647602,2994.52570492483,-1490.295885323801,4.441303978930162,2.4290069127591205,PearsonVII
ETN,Medium,3,1061,3001.3087164912076,3001.3087164912076,-1500.6543582456038,2989.128871275031,2994.095838413645,-1493.5644356375155,18.517742875448214,2968.878943054035,2978.812877331263,-1482.4394715270175,3.912522431528932,2.197339020882496,PearsonVII
ETN,Medium,4,1061,3007.750021697383,3007.750021697383,-1503.8750108486915,3005.9347411092463,3010.9017082478604,-1501.9673705546231,31.32415338867332,3000.6489345334803,3010.582868810708,-1498.3244672667402,5.895401747500756,2.968073604684034,PearsonVII
ETN,Medium,5,1061,3003.478217543505,3003.478217543505,-1501.7391087717524,3000.338182843222,3005.305149981836,-1499.169091421611,28.039361231378376,2993.005175744285,3002.939110021513,-1494.5025878721426,5.629476442737677,2.869187222175142,PearsonVII
ETN,High,1,1260,3571.912630183664,3571.912630183664,-1785.956315091832,3540.943701958781,3546.0825689587264,-1769.4718509793904,14.277144185990577,3501.1580666080645,3511.4358006079556,-1748.5790333040322,3.356978168388005,1.9320299679492245,PearsonVII
ETN,High,2,1260,3561.512814420028,3561.512814420028,-1780.756407210014,3531.5516710899165,3536.690538089862,-1764.7758355449582,14.454991593768039,3486.9233369428594,3497.2010709427504,-1741.4616684714297,3.163340753097863,1.8297504184736395,PearsonVII
ETN,High,3,1260,3539.7044579240164,3539.7044579240164,-1769.8522289620082,3508.265356694432,3513.4042236943774,-1753.132678347216,13.954403398017282,3447.9296605954214,3458.2073945953125,-1721.9648302977107,2.8540083120230797,1.6493340194025272,PearsonVII
ETN,High,4,1260,3572.0931254557127,3572.0931254557127,-1786.0465627278563,3560.024713887292,3565.1635808872375,-1779.012356943646,20.394167136633687,3543.5398989831892,3553.8176329830803,-1769.7699494915946,4.6087692414696155,2.4935374989106993,PearsonVII
ETN,High,5,1260,3570.2069482175584,3570.2069482175584,-1785.1034741087792,3531.9983205746666,3537.137187574612,-1764.9991602873333,13.300919832338169,3485.454621799132,3495.732355799023,-1740.727310899566,3.300911736859426,1.8939718181453302,PearsonVII
FDX,Low,1,2105,5947.350273699707,5947.350273699707,-2973.6751368498535,5896.678321320883,5902.330392067,-2947.3391606604414,14.467441706096885,5820.488444764084,5831.792586256317,-2908.244222382042,3.191950056314282,1.8425342861724794,PearsonVII
FDX,Low,2,2105,5933.959489391167,5933.959489391167,-2966.9797446955836,5886.283910284848,5891.935981030965,-2942.141955142424,14.302885365807022,5803.108260701769,5814.4124021940015,-2899.5541303508844,3.127532527858146,1.8040096606101181,PearsonVII
FDX,Low,3,2105,5940.250449921981,5940.250449921981,-2970.1252249609906,5893.551348238767,5899.203418984884,-2945.7756741193834,14.712219777514285,5817.5740663417755,5828.878207834008,-2906.7870331708878,3.203903177581936,1.8469706918764102,PearsonVII
FDX,Low,4,2105,5921.875674422448,5921.875674422448,-2960.937837211224,5849.732317369593,5855.38438811571,-2923.8661586847966,12.298891521044942,5726.829274742504,5738.133416234737,-2861.414637371252,2.763087518604828,1.590642586305841,PearsonVII
FDX,Low,5,2105,5961.19219693773,5961.19219693773,-2980.596098468865,5900.280537587265,5905.932608333382,-2949.1402687936325,13.502793973653159,5822.421181254964,5833.7253227471965,-2909.210590627482,3.281655566429711,1.8859284737627084,PearsonVII
FDX,Medium,1,2067,5829.3145929939255,5829.3145929939255,-2914.6572964969628,5794.174350570256,5799.808204129938,-2896.087175285128,15.817362181800384,5728.075451863644,5739.343158983008,-2862.037725931822,3.317786152177521,1.9077595544082995,PearsonVII
FDX,Medium,2,2067,5849.109043027934,5849.109043027934,-2924.554521513967,5789.238016105752,5794.871869665433,-2893.619008052876,14.543004585451298,5717.48726526596,5728.7549723853235,-2856.74363263298,3.263926913022572,1.8776313276366867,PearsonVII
FDX,Medium,3,2067,5816.7100288761385,5816.7100288761385,-2908.3550144380692,5766.088577213536,5771.722430773218,-2882.044288606768,14.004766981583744,5673.832167092843,5685.0998742122065,-2834.9160835464213,2.9768129865422868,1.7195256111539579,PearsonVII
FDX,Medium,4,2067,5815.210677591003,5815.210677591003,-2907.6053387955017,5778.451746514017,5784.0856000736985,-2888.2258732570085,15.723195242575635,5705.011327332154,5716.279034451518,-2850.505663666077,3.2135684856635565,1.8481710601383614,PearsonVII
FDX,Medium,5,2067,5863.219855610205,5863.219855610205,-2931.6099278051024,5826.1296291255885,5831.76348268527,-2912.0648145627943,16.42571785369932,5781.499293885108,5792.767001004472,-2888.749646942554,3.9601111007114222,2.2181097202448044,PearsonVII
FDX,High,1,2069,5834.426817039377,5834.426817039377,-2917.2134085196885,5772.990468754472,5778.625289432218,-2885.495234377236,13.124271209408725,5675.996222767286,5687.265864122777,-2835.998111383643,2.976202800704447,1.7178419186426033,PearsonVII
FDX,High,2,2069,5855.805001842247,5855.805001842247,-2927.9025009211236,5802.343627902857,5807.978448580603,-2900.1718139514287,13.992662948778882,5729.316490854861,5740.586132210352,-2862.6582454274303,3.2926412100733424,1.8940103207999788,PearsonVII
FDX,High,3,2069,5867.100308694087,5867.100308694087,-2933.5501543470436,5808.735865709581,5814.370686387327,-2903.3679328547905,13.90236283490256,5739.933707376734,5751.203348732225,-2867.966853688367,3.390513825962635,1.9444513204155949,PearsonVII
FDX,High,4,2069,5830.411914783359,5830.411914783359,-2915.2059573916795,5797.802101409758,5803.436922087503,-2897.901050704879,16.26868991019521,5732.459433107757,5743.729074463248,-2864.2297165538785,3.2981224031035223,1.8980221986633143,PearsonVII
FDX,High,5,2069,5883.764302306484,5883.764302306484,-2941.882151153242,5792.195086181335,5797.82990685908,-2895.0975430906674,11.799994626329262,5697.495712664306,5708.765354019797,-2846.747856332153,3.089877725361824,1.7829361493824487,PearsonVII
HON,Low,1,2103,5938.255339307196,5938.255339307196,-2969.127669653598,5897.68360692005,5903.334727095753,-2947.841803460025,15.970503187385773,5835.32391906908,5846.626159420485,-2915.66195953454,3.4262529581606898,1.9613915343931476,PearsonVII
HON,Low,2,2103,5929.851962557448,5929.851962557448,-2964.925981278724,5888.3191193257935,5893.9702395014965,-2943.1595596628968,15.572314169843164,5817.5780034210875,5828.880243772493,-2906.7890017105437,3.244690630273354,1.868800515791738,PearsonVII
HON,Low,3,2103,5875.884542005414,5875.884542005414,-2937.942271002707,5829.184674156531,5834.835794332234,-2913.5923370782657,14.73192098759873,5718.023421335558,5729.325661686963,-2857.011710667779,2.7450477383596756,1.5799662953048905,PearsonVII
HON,Low,4,2103,5934.241271024364,5934.241271024364,-2967.120635512182,5884.671909912959,5890.323030088662,-2941.3359549564793,14.990308811472104,5809.88395868863,5821.186199040035,-2902.941979344315,3.198940073924641,1.8436518717196895,PearsonVII
HON,Low,5,2103,5937.061746895622,5937.061746895622,-2968.530873447811,5893.578248992628,5899.229369168331,-2945.789124496314,15.951806592523726,5830.007505175408,5841.3097455268135,-2913.003752587704,3.407907075774287,1.950511160413179,PearsonVII
HON,Medium,1,2067,5731.920369778498,5731.920369778498,-2865.960184889249,5656.443812776268,5662.077666335949,-2827.221906388134,12.281091018464828,5472.495537122744,5483.763244242108,-2734.247768561372,2.3923325122461296,1.337735325608044,PearsonVII
HON,Medium,2,2067,5780.680746437431,5780.680746437431,-2890.3403732187153,5647.640617389205,5653.274470948886,-2822.8203086946023,11.054344292599346,5444.388819272017,5455.656526391381,-2720.1944096360085,2.362438734665751,1.3120256184404067,PearsonVII
HON,Medium,3,2067,5849.414624389973,5849.414624389973,-2924.7073121949866,5774.72704846548,5780.3609020251615,-2886.36352423274,13.117633295971826,5684.298463611549,5695.566170730913,-2840.1492318057744,3.0481104149203806,1.7592028391770822,PearsonVII
HON,Medium,4,2067,5825.118502182152,5825.118502182152,-2912.559251091076,5791.560482556136,5797.194336115817,-2894.780241278068,16.59388744103341,5729.573594614074,5740.841301733438,-2862.786797307037,3.4043222917586,1.9485350325335578,PearsonVII
HON,Medium,5,2067,5771.581747952743,5771.581747952743,-2885.7908739763716,5703.803406186327,5709.437259746009,-2850.9017030931636,13.728534424853597,5572.023411445853,5583.2911185652165,-2784.0117057229263,2.603641194182808,1.487295327815183,PearsonVII
HON,High,1,2069,5821.107727817562,5821.107727817562,-2910.553863908781,5782.307729414404,5787.94255009215,-2890.153864707202,15.614098589224643,5707.061085402847,5718.330726758339,-2851.5305427014237,3.1731648408191213,1.8273550117913808,PearsonVII
HON,High,2,2069,5829.072648331486,5829.072648331486,-2914.536324165743,5785.206040600196,5790.840861277941,-2891.603020300098,14.591619257344606,5704.47741682569,5715.747058181181,-2850.238708412845,3.1288975163125508,1.8049030238024077,PearsonVII
HON,High,3,2069,5814.412816399872,5814.412816399872,-2907.206408199936,5765.363815673467,5770.998636351213,-2881.6819078367334,14.481045220278695,5673.890075518883,5685.159716874375,-2834.9450377594417,2.9591443088497993,1.7084618233916677,PearsonVII
HON,High,4,2069,5818.374375349296,5818.374375349296,-2909.187187674648,5755.180155915235,5760.814976592981,-2876.5900779576177,13.06312511605688,5646.869994265205,5658.139635620696,-2821.4349971326023,2.8466640097588107,1.6406989929526767,PearsonVII
